user_id,post_count,gini_coefficient,shannon_entropy,top1_ratio,top2_ratio,dominant_topic,suspicious_post_freq,suspicious_narrowness,duplicate_post_ratio,suspicious_duplicates,suspicious
774470368073396224,2,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
1059672216814546944,2,0.8,0.0,1.0,1.0,0,True,True,1.0,True,True
1593677379087478785,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
403625649,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
16571005,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
27655152,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
3000000247,1,0.8,0.0,1.0,1.0,0,True,True,1.0,True,True
955757641376108544,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
428927195,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
1590688727021633536,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
1135548404,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
27213810,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
40389369,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
723543348,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
409720502,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
1351113600115552256,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
1522621022096150533,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
2879680101,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
387716857,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
380988541,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
1364822586,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
68645035,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
371179508,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
1372022126,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
239491548,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
1020094310203740160,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
1600798851782279173,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
1041798345587662849,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
463117420,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
478040849,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
43061739,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
187256653,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
712999752,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
31481543,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
32792712,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
195036383,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
197763471,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
1440428274740391953,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
591827358,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
565525985,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
3290400944,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
86445550,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
33927725,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
902646071633043456,1,0.8,0.0,1.0,1.0,1,True,True,1.0,True,True
554088231,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
545147045,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
28618036,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
517946537,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
517191131,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
218369268,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
1504458061745905666,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
506147667,1,0.8,0.0,1.0,1.0,0,True,True,0.1,False,True
1480304164337033217,1,0.8,0.0,1.0,1.0,0,True,True,0.0,False,True
